it could just be that it hasn't fully processed yet 'cause we do a lot of batching at our batching starts at midnight	[' they say they won’t take an email but i’m just gonna forward it to them will you send that to me', ' don’t worry about it sir it happens to me too so i understand how that is if you have any other issues don’t hesitate to give us a call', ' okay that’s crazy and now they’re asking for a declarations page for your new policy here at usaa right', ' i didn’t have enough money in my account today for the car loan so my account is showing negative and the transaction is still pending', ' okay thank you how can i get the tracking information for that because usaa said they would email it to me but never did']
um i do see that you have a birthday coming up so i'd like to wish you a happy early birthday i hope you have a wonderful time	[' it shows here your birthday’s soon so i’d like to say happy early birthday and have a great time', ' once i’m in your account i can give you a temporary pin and afterwards you can make your own we can do it like that', ' i like talking to people like you who aren’t with usaa so i can explain what’ll happen ‘cause some people don’t get it as readily as you did', ' don’t worry about it sir it happens to me too so i understand how that is if you have any other issues don’t hesitate to give us a call', ' i need to put in the pin you think it is first and then i can see if it goes in i’m more than happy to help you out here']
well let me get into your account i can send you a temporary pin and then you can change it we can do it that way	[' once i’m in your account i can give you a temporary pin and afterwards you can make your own we can do it like that', ' okay thank you how can i get the tracking information for that because usaa said they would email it to me but never did', ' i like talking to people like you who aren’t with usaa so i can explain what’ll happen ‘cause some people don’t get it as readily as you did', ' can we choose where to get the repairs done or what’s the deal with that ‘cause insurance companies have different policies for that', ' when the card’s prompted nothing will go through until we reactivate it but if your charges are valid i can reactivate the card and it won’t give you anymore trouble']
i was i was so careful and i'm sure that i hit the pin and it's very familiar to me because it was an address of a place that i lived	[' i was a little alarmed when i got this alert and they mentioned my daughter and son in law who called and had no idea so i wanna make sure this is not regarding my account', ' i’m not worried this isn’t the first time this has happened to me i was hit two times last year if you can believe it', ' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them', ' i was on the line with a guy and i don’t know if he put me on hold while he was checking something ‘cause the recording came on and then i lost him i dunno if he’s still on the other line', ' i need to put in the pin you think it is first and then i can see if it goes in i’m more than happy to help you out here']
okay so i'm more than happy to help you out it's asking for your pin give me the pin you think it is and i can try and put it in	[' i need to put in the pin you think it is first and then i can see if it goes in i’m more than happy to help you out here', ' i don’t see any security alerts or recent transactions on your card which is in normal status and your account is active and able to be used right now you haven’t used your card today right', ' this isn’t about the cd but you need to make a minimum payment to your credit card every month which is required every month and it looks like you missed it last month', ' don’t worry about it sir it happens to me too so i understand how that is if you have any other issues don’t hesitate to give us a call', ' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them']
i can't even get into your account i need to have somebody authenticate you so i can get into your account	[' i need to verify and identify you through the system ‘cause I just realized this might be on your credit card account', ' someone will need to authenticate you so i can unlock your account because i cannot access your account', ' once i’m in your account i can give you a temporary pin and afterwards you can make your own we can do it like that', ' i can definitely help you and just to make sure i’ve got the right account what is your full name', ' i like talking to people like you who aren’t with usaa so i can explain what’ll happen ‘cause some people don’t get it as readily as you did']
no so if i came into the money like the next month i could just pay it right off	[' i can pay it all at once if I get the money next month', ' my card is being declined here at the grocery store but i know i have enough money on it', ' i need to review that before i send it to you but you will get it in the next few minutes', ' i can definitely help you and just to make sure i’ve got the right account what is your full name', ' i’m not worried this isn’t the first time this has happened to me i was hit two times last year if you can believe it']
and then do you know your gross income and i can do that annually monthly twice a month whatever's easiest for you	[' once i’m in your account i can give you a temporary pin and afterwards you can make your own we can do it like that', ' okay that’s crazy and now they’re asking for a declarations page for your new policy here at usaa right', ' hi linda i wanna know if my new debit card got mailed already and whether it is expedited or regular mail', ' i can stay on the line with you while you’re signing in case it gives you a problem', ' i need to verify and identify you through the system ‘cause I just realized this might be on your credit card account']
mean if you can uh i guess is january too soon [laughter] you could do at the end of the month too okay alright let's do february seventeenth on	[' you can do it at the end of january or if that’s too soon then let’s do the seventeenth of february', ' when the card’s prompted nothing will go through until we reactivate it but if your charges are valid i can reactivate the card and it won’t give you anymore trouble', ' we have an online account set up i was trying to log in on the app and i haven’t logged in before ‘causei don’t know what my username and password is', ' i was on the line with a guy and i don’t know if he put me on hold while he was checking something ‘cause the recording came on and then i lost him i dunno if he’s still on the other line', ' this isn’t about the cd but you need to make a minimum payment to your credit card every month which is required every month and it looks like you missed it last month']
i think i'll be able to go i'll be able to go online to and see these automatic payments already hooked up and everything right	[' my parents are usaa members and i wanna get on their insurance they told me to call and get a quote and see what i need to do', ' we have an online account set up i was trying to log in on the app and i haven’t logged in before ‘causei don’t know what my username and password is', ' i was a little alarmed when i got this alert and they mentioned my daughter and son in law who called and had no idea so i wanna make sure this is not regarding my account', ' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them', ' i don’t see any security alerts or recent transactions on your card which is in normal status and your account is active and able to be used right now you haven’t used your card today right']
okay so yeah that's all that's left to do now is just for you to go on and e sign the loan documents and then the whole process will go from there it'll automatically start uhm getting it ready to put it in there	[' they’ll contact our insured and the driver theresa to get the information you just gave us and a recorded statement of what happened and how to assess liability and when liability is assessed if our driver is at fault and there’s adequate coverage they will offer repairs to you and your vehicle', ' you may get a return payment fee but i can transfer you to the banking team since you’re with usaa and they can see what to do though they’ll probably tell you is to just let the fee charge and then they’ll return the money to you', ' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them', ' wait let me see so you can ask them to waive this on the banking side but when it returns it’ll probably stop your auto pay ‘cause when we cut the auto pay off the system thinks it’s having problems but you can call us to make sure it’s functioning so you aren’t late for your next bill', ' i was on the line with a guy and i don’t know if he put me on hold while he was checking something ‘cause the recording came on and then i lost him i dunno if he’s still on the other line']
uhm do you do you want me to stay on the line just in case if if it's having issues when you're trying to sign or	[' you may get a return payment fee but i can transfer you to the banking team since you’re with usaa and they can see what to do though they’ll probably tell you is to just let the fee charge and then they’ll return the money to you', ' don’t worry about it sir it happens to me too so i understand how that is if you have any other issues don’t hesitate to give us a call', ' i need to put in the pin you think it is first and then i can see if it goes in i’m more than happy to help you out here', ' sometimes they will deposit or mail the money to you so you can take the funds and repair your car at any facility you choose', ' when the card’s prompted nothing will go through until we reactivate it but if your charges are valid i can reactivate the card and it won’t give you anymore trouble']
hey how's it going yeah i uh i just recently saw that my address was still on my old address and i changed it through usaa and it it prompted me and said that i may need to call and make sure my my insurances are also on the new address	[' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them', ' they’ll contact our insured and the driver theresa to get the information you just gave us and a recorded statement of what happened and how to assess liability and when liability is assessed if our driver is at fault and there’s adequate coverage they will offer repairs to you and your vehicle', ' i was on the line with a guy and i don’t know if he put me on hold while he was checking something ‘cause the recording came on and then i lost him i dunno if he’s still on the other line', ' hey i need to make sure my insurances are listed on the new address i just changed usaa just notified me to call in', ' i was a little alarmed when i got this alert and they mentioned my daughter and son in law who called and had no idea so i wanna make sure this is not regarding my account']
uhm i'm still hoping that <unk> if it wasn't raining i would take my motorcycle just bypass all the the traffic that's usually what i do when i drive to sac	[' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them', ' i was on the line with a guy and i don’t know if he put me on hold while he was checking something ‘cause the recording came on and then i lost him i dunno if he’s still on the other line', ' we have an online account set up i was trying to log in on the app and i haven’t logged in before ‘causei don’t know what my username and password is', ' don’t worry about it sir it happens to me too so i understand how that is if you have any other issues don’t hesitate to give us a call', ' you may get a return payment fee but i can transfer you to the banking team since you’re with usaa and they can see what to do though they’ll probably tell you is to just let the fee charge and then they’ll return the money to you']
alright so what is this new address that we speak of	[' after we finish with this i have a totally separate question', ' do i have to call when that expires of does it renew by itself', ' is it possible your phone number might be on their account', ' when we have to we transfer funds into my checking account', ' quick question are there any other licensed drivers living with you who should be insured on this policy']
yeah [laughter] well we'll we'll see uh it might get bumped up to that soon just because of the uh i just got hired in atwater so i might have to commute to atwater 	[' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them', ' we have an online account set up i was trying to log in on the app and i haven’t logged in before ‘causei don’t know what my username and password is', ' you may get a return payment fee but i can transfer you to the banking team since you’re with usaa and they can see what to do though they’ll probably tell you is to just let the fee charge and then they’ll return the money to you', ' hey i need to make sure my insurances are listed on the new address i just changed usaa just notified me to call in', ' they’ll contact our insured and the driver theresa to get the information you just gave us and a recorded statement of what happened and how to assess liability and when liability is assessed if our driver is at fault and there’s adequate coverage they will offer repairs to you and your vehicle']
so i don't have any idea what card or what's happening with it so i can't even really tell you more than <unk> i got a fraud alert from you guys	[' i don’t see any security alerts or recent transactions on your card which is in normal status and your account is active and able to be used right now you haven’t used your card today right', ' i like talking to people like you who aren’t with usaa so i can explain what’ll happen ‘cause some people don’t get it as readily as you did', ' we have an online account set up i was trying to log in on the app and i haven’t logged in before ‘causei don’t know what my username and password is', ' i got a fraud alert from usaa and i have no idea what card it is for or what’s going on', ' don’t worry about it sir it happens to me too so i understand how that is if you have any other issues don’t hesitate to give us a call']
right so i just i kind of figured out that this might be on your credit card account so i'm going to get you verified and identified through the system	[' i need to verify and identify you through the system ‘cause I just realized this might be on your credit card account', ' i need to put in the pin you think it is first and then i can see if it goes in i’m more than happy to help you out here', ' i’m not worried this isn’t the first time this has happened to me i was hit two times last year if you can believe it', ' i don’t see any security alerts or recent transactions on your card which is in normal status and your account is active and able to be used right now you haven’t used your card today right', ' i was a little alarmed when i got this alert and they mentioned my daughter and son in law who called and had no idea so i wanna make sure this is not regarding my account']
but it just startled me when they were when i got this and then you know i got the call about my daughter and son in law and they called and they said they had no idea so i wanted to make sure it wasn't on my account	[' i was a little alarmed when i got this alert and they mentioned my daughter and son in law who called and had no idea so i wanna make sure this is not regarding my account', ' they’ll contact our insured and the driver theresa to get the information you just gave us and a recorded statement of what happened and how to assess liability and when liability is assessed if our driver is at fault and there’s adequate coverage they will offer repairs to you and your vehicle', ' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them', ' you may get a return payment fee but i can transfer you to the banking team since you’re with usaa and they can see what to do though they’ll probably tell you is to just let the fee charge and then they’ll return the money to you', ' wait let me see so you can ask them to waive this on the banking side but when it returns it’ll probably stop your auto pay ‘cause when we cut the auto pay off the system thinks it’s having problems but you can call us to make sure it’s functioning so you aren’t late for your next bill']
so this is uh your account is still active and available for immediate use your card is a normal status i don't see any security alerts um or um recent transactions that are pending so you haven't used your credit card today at all correct	[' i don’t see any security alerts or recent transactions on your card which is in normal status and your account is active and able to be used right now you haven’t used your card today right', ' wait let me see so you can ask them to waive this on the banking side but when it returns it’ll probably stop your auto pay ‘cause when we cut the auto pay off the system thinks it’s having problems but you can call us to make sure it’s functioning so you aren’t late for your next bill', ' don’t worry about it sir it happens to me too so i understand how that is if you have any other issues don’t hesitate to give us a call', ' they’ll contact our insured and the driver theresa to get the information you just gave us and a recorded statement of what happened and how to assess liability and when liability is assessed if our driver is at fault and there’s adequate coverage they will offer repairs to you and your vehicle', ' you may get a return payment fee but i can transfer you to the banking team since you’re with usaa and they can see what to do though they’ll probably tell you is to just let the fee charge and then they’ll return the money to you']
is it uh possibly that you may have your phone number on um their account somehow	[' is it possible your phone number might be on their account', ' it automatically renews so you don’t have to call unless you want it to cancel', ' it doesn’t look like a button but is says the words add check', ' i can stay on the line with you while you’re signing in case it gives you a problem', ' do i have to call when that expires of does it renew by itself']
but uhm i was like no let me before i call her let me call you guys to see if i need to change my card yet again	[' i am calling you guys before i call her to see if i need to change my card again', ' i’m not worried this isn’t the first time this has happened to me i was hit two times last year if you can believe it', ' hey i need to make sure my insurances are listed on the new address i just changed usaa just notified me to call in', ' they say they won’t take an email but i’m just gonna forward it to them will you send that to me', ' my parents are usaa members and i wanna get on their insurance they told me to call and get a quote and see what i need to do']
i can barely hear you let me bump up the volume	[' i can’t hear you let me turn the volume up', ' let’s see what we can do for you here', ' i can pay it all at once if I get the money next month', ' who do I have the pleasure of speaking with', ' luckily i didn’t work for the goverment i worked at a university']
[laughter] not a problem sir it happens to me all the time so i know how it goes if you need any help from us sir feel free to give us a call back okay	[' don’t worry about it sir it happens to me too so i understand how that is if you have any other issues don’t hesitate to give us a call', ' when the card’s prompted nothing will go through until we reactivate it but if your charges are valid i can reactivate the card and it won’t give you anymore trouble', ' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them', ' this isn’t about the cd but you need to make a minimum payment to your credit card every month which is required every month and it looks like you missed it last month', ' i was on the line with a guy and i don’t know if he put me on hold while he was checking something ‘cause the recording came on and then i lost him i dunno if he’s still on the other line']
they're saying they didn't get it and they're still gonna charge me for my insurance	[' they’re still charging me for my insurance ‘cus they say they didn’t get what i sent', ' i don’t know why they’re making it so difficult for you they should have the total loss on record', ' okay that’s crazy and now they’re asking for a declarations page for your new policy here at usaa right', ' okay thank you how can i get the tracking information for that because usaa said they would email it to me but never did', ' they say they won’t take an email but i’m just gonna forward it to them will you send that to me']
they're aware they totaled the car right	[' do they know that they totaled the car', ' they’re still charging me for my insurance ‘cus they say they didn’t get what i sent', ' i don’t know why they’re making it so difficult for you they should have the total loss on record', ' they told me I had a visa earlier', ' okay that’s crazy and now they’re asking for a declarations page for your new policy here at usaa right']
super wild okay and then they're now they're also requesting uhm a declarations page for your um new policy here at usaa is that right	[' okay that’s crazy and now they’re asking for a declarations page for your new policy here at usaa right', ' okay thank you how can i get the tracking information for that because usaa said they would email it to me but never did', ' i don’t see any security alerts or recent transactions on your card which is in normal status and your account is active and able to be used right now you haven’t used your card today right', ' don’t worry about it sir it happens to me too so i understand how that is if you have any other issues don’t hesitate to give us a call', ' when the card’s prompted nothing will go through until we reactivate it but if your charges are valid i can reactivate the card and it won’t give you anymore trouble']
they should have record of the total loss i'm just really confused by why they're they're making it such a hard time for you	[' i don’t know why they’re making it so difficult for you they should have the total loss on record', ' they say they won’t take an email but i’m just gonna forward it to them will you send that to me', ' okay that’s crazy and now they’re asking for a declarations page for your new policy here at usaa right', ' you may get a return payment fee but i can transfer you to the banking team since you’re with usaa and they can see what to do though they’ll probably tell you is to just let the fee charge and then they’ll return the money to you', ' i’m not worried this isn’t the first time this has happened to me i was hit two times last year if you can believe it']
and then uh 'cause but they won't take anything directly from me everything has to go through freeway insurance	[' they won’t take anything straight from me it all has to go through freeway insurance', ' they say they won’t take an email but i’m just gonna forward it to them will you send that to me', ' okay thank you how can i get the tracking information for that because usaa said they would email it to me but never did', ' i need to verify and identify you through the system ‘cause I just realized this might be on your credit card account', ' my mom and stepdad are with verizon and were asking me why cricket is a better company']
i just i just wanted to be done with them and i feel frustrated because i can't get done [laughter]	[' i’m frustrated because i just wanna be done with them but i can’t get done', ' i can definitely help you and just to make sure i’ve got the right account what is your full name', ' i need to verify and identify you through the system ‘cause I just realized this might be on your credit card account', ' hey i need to make sure my insurances are listed on the new address i just changed usaa just notified me to call in', ' my parents are usaa members and i wanna get on their insurance they told me to call and get a quote and see what i need to do']
and brian's on that policy right	[' okay that’s crazy and now they’re asking for a declarations page for your new policy here at usaa right', ' is brian on the policy', ' let’s see what we can do for you here', ' I am outside of the country and need a notification on my card', ' i can’t deposit a check on my phone']
okay will you email that to me so i can forward it to i'm just gonna forward it to them directly even though they say that they won't take it	[' they say they won’t take an email but i’m just gonna forward it to them will you send that to me', ' don’t worry about it sir it happens to me too so i understand how that is if you have any other issues don’t hesitate to give us a call', ' i’m happy to help you get that money to your son what account will you be transferring it to him from', ' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them', ' i need to put in the pin you think it is first and then i can see if it goes in i’m more than happy to help you out here']
it says both of our names on there it says jeep it says all that stuff on there	[' it has all the information on it like both our names and jeep', ' the last thing you need to do is e sign the loan documents and then it will automatically get it ready from there', ' open it once you get it to let me know it looks good so you won’t need to call back', ' it doesn’t look like a button but is says the words add check', ' i need to review that before i send it to you but you will get it in the next few minutes']
hi linda uhm i'm i'm just calling to see if uh my debit my new debit card got mailed and if they did it expedited or they did it regularly	[' hi linda i wanna know if my new debit card got mailed already and whether it is expedited or regular mail', ' i don’t see any security alerts or recent transactions on your card which is in normal status and your account is active and able to be used right now you haven’t used your card today right', ' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them', ' we have an online account set up i was trying to log in on the app and i haven’t logged in before ‘causei don’t know what my username and password is', ' i was a little alarmed when i got this alert and they mentioned my daughter and son in law who called and had no idea so i wanna make sure this is not regarding my account']
okay i'm not sure i can email you the information but i'll be happy to share any status that i have with you	[' i might now be able to email the information to you but i can definitely let you know the status', ' i can definitely help you and just to make sure i’ve got the right account what is your full name', ' i need to put in the pin you think it is first and then i can see if it goes in i’m more than happy to help you out here', ' i’m not worried this isn’t the first time this has happened to me i was hit two times last year if you can believe it', ' once i’m in your account i can give you a temporary pin and afterwards you can make your own we can do it like that']
okay for sure thank you so much and there's no way i can find out the tracking information on that 'cause they said they were gonna email me but i never got an email from usaa about that	[' okay thank you how can i get the tracking information for that because usaa said they would email it to me but never did', ' i don’t see any security alerts or recent transactions on your card which is in normal status and your account is active and able to be used right now you haven’t used your card today right', ' i was on the line with a guy and i don’t know if he put me on hold while he was checking something ‘cause the recording came on and then i lost him i dunno if he’s still on the other line', ' we have an online account set up i was trying to log in on the app and i haven’t logged in before ‘causei don’t know what my username and password is', ' i was a little alarmed when i got this alert and they mentioned my daughter and son in law who called and had no idea so i wanna make sure this is not regarding my account']
okay no problem i can definitely assist you with transferring that money to your son uhm what account are we taking the money out of	[' i’m happy to help you get that money to your son what account will you be transferring it to him from', ' can we choose where to get the repairs done or what’s the deal with that ‘cause insurance companies have different policies for that', ' hey i need to make sure my insurances are listed on the new address i just changed usaa just notified me to call in', ' sometimes they will deposit or mail the money to you so you can take the funds and repair your car at any facility you choose', ' you may get a return payment fee but i can transfer you to the banking team since you’re with usaa and they can see what to do though they’ll probably tell you is to just let the fee charge and then they’ll return the money to you']
yeah definitely i'd be happy to assist you there uh i do you want to make sure i got the right account what's your first and last name	[' i can definitely help you and just to make sure i’ve got the right account what is your full name', ' i need to put in the pin you think it is first and then i can see if it goes in i’m more than happy to help you out here', ' my parents are usaa members and i wanna get on their insurance they told me to call and get a quote and see what i need to do', ' you may get a return payment fee but i can transfer you to the banking team since you’re with usaa and they can see what to do though they’ll probably tell you is to just let the fee charge and then they’ll return the money to you', ' hey i need to make sure my insurances are listed on the new address i just changed usaa just notified me to call in']
and uh i'll be asking a few questions to give you the best possible service there	[' i need to review that before i send it to you but you will get it in the next few minutes', ' to best assist you i will be asking a few additional questions', ' it automatically renews so you don’t have to call unless you want it to cancel', ' i need to verify and identify you through the system ‘cause I just realized this might be on your credit card account', ' i can stay on the line with you while you’re signing in case it gives you a problem']
and then i have a totally separate question after we get that done	[' after we finish with this i have a totally separate question', ' I am outside of the country and need a notification on my card', ' do i have to call when that expires of does it renew by itself', ' my mom and stepdad are with verizon and were asking me why cricket is a better company', ' i have an auto policy with usaa and i need your help']
and does anybody need to be listed as an additional insured	[' do we need to list anyone as an additional insured', ' to best assist you i will be asking a few additional questions', ' i have an auto policy with usaa and i need your help', ' I am outside of the country and need a notification on my card', ' do i have to call when that expires of does it renew by itself']
what i'll do is i'll go ahead and send that off then i'm gonna actually have to review it first but you should get it within the next few minutes	[' i need to put in the pin you think it is first and then i can see if it goes in i’m more than happy to help you out here', ' i need to review that before i send it to you but you will get it in the next few minutes', ' we have an online account set up i was trying to log in on the app and i haven’t logged in before ‘causei don’t know what my username and password is', ' i’m not worried this isn’t the first time this has happened to me i was hit two times last year if you can believe it', ' don’t worry about it sir it happens to me too so i understand how that is if you have any other issues don’t hesitate to give us a call']
um and then once you get it uh let me know if you want to open it and let me know that it looks good for ya uhm so that way you don't have to call back	[' don’t worry about it sir it happens to me too so i understand how that is if you have any other issues don’t hesitate to give us a call', ' open it once you get it to let me know it looks good so you won’t need to call back', ' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them', ' you may get a return payment fee but i can transfer you to the banking team since you’re with usaa and they can see what to do though they’ll probably tell you is to just let the fee charge and then they’ll return the money to you', ' i don’t see any security alerts or recent transactions on your card which is in normal status and your account is active and able to be used right now you haven’t used your card today right']
<unk> whenthat expires <unk> does that automatically just renew or do i have to call and do something	[' can we choose where to get the repairs done or what’s the deal with that ‘cause insurance companies have different policies for that', ' hey i need to make sure my insurances are listed on the new address i just changed usaa just notified me to call in', ' do i have to call when that expires of does it renew by itself', ' my parents are usaa members and i wanna get on their insurance they told me to call and get a quote and see what i need to do', ' i need to verify and identify you through the system ‘cause I just realized this might be on your credit card account']
yeah great question you actually never have to call to renew something it'll automatically renew unless you want it to cancel and then you just call us and tell us	[' it automatically renews so you don’t have to call unless you want it to cancel', ' don’t worry about it sir it happens to me too so i understand how that is if you have any other issues don’t hesitate to give us a call', ' you may get a return payment fee but i can transfer you to the banking team since you’re with usaa and they can see what to do though they’ll probably tell you is to just let the fee charge and then they’ll return the money to you', ' i need to put in the pin you think it is first and then i can see if it goes in i’m more than happy to help you out here', ' they’ll contact our insured and the driver theresa to get the information you just gave us and a recorded statement of what happened and how to assess liability and when liability is assessed if our driver is at fault and there’s adequate coverage they will offer repairs to you and your vehicle']
oh okay uh i was gonna say good news is once they get their learner permit they're not gonna increase the rates it's only when they get their driver's license	[' good news is the rate is not increased when they get their learner permit and is only increased when they get their license', ' when the card’s prompted nothing will go through until we reactivate it but if your charges are valid i can reactivate the card and it won’t give you anymore trouble', ' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them', ' they’ll contact our insured and the driver theresa to get the information you just gave us and a recorded statement of what happened and how to assess liability and when liability is assessed if our driver is at fault and there’s adequate coverage they will offer repairs to you and your vehicle', ' i was a little alarmed when i got this alert and they mentioned my daughter and son in law who called and had no idea so i wanna make sure this is not regarding my account']
so in this case i mean she's just a young operator they're just gonna charge you like she was um gonna be involved in an accident until she can prove otherwise so unfortunately that's why it's so expensive	[' it’s expensive because she’s a young operator and they will charge you as if she’s gonna be in an accident until she can show otherwise', ' wait let me see so you can ask them to waive this on the banking side but when it returns it’ll probably stop your auto pay ‘cause when we cut the auto pay off the system thinks it’s having problems but you can call us to make sure it’s functioning so you aren’t late for your next bill', ' we have an online account set up i was trying to log in on the app and i haven’t logged in before ‘causei don’t know what my username and password is', ' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them', ' i was a little alarmed when i got this alert and they mentioned my daughter and son in law who called and had no idea so i wanna make sure this is not regarding my account']
i heard it's a it's a pretty good discount though if she takes the driving course right	[' if she takes the driving course i heard we save a lot of money', ' it’s expensive because she’s a young operator and they will charge you as if she’s gonna be in an accident until she can show otherwise', ' when the card’s prompted nothing will go through until we reactivate it but if your charges are valid i can reactivate the card and it won’t give you anymore trouble', ' i got a fraud alert from usaa and i have no idea what card it is for or what’s going on', ' open it once you get it to let me know it looks good so you won’t need to call back']
i don't really want her touching my car but in an emergency though i mean she can she still drive it	[' i don’t want her to use my car but can she still drive it in an emergency', ' i didn’t have enough money in my account today for the car loan so my account is showing negative and the transaction is still pending', ' i wanna switch it from my checking account to my credit card ‘cause it’s more than i thought it would be', ' i don’t think there will be an extension here but they can be placed sometimes for deployment or things like that', ' my card is being declined here at the grocery store but i know i have enough money on it']
so um it may incur a return payment fee and i can get you over to our banking team 'cause you are with usaa so i get you over our banking team and see if there's anything that they can do um probably what they're gonna tell you is to let it go through and then they'll return it	[' you may get a return payment fee but i can transfer you to the banking team since you’re with usaa and they can see what to do though they’ll probably tell you is to just let the fee charge and then they’ll return the money to you', ' wait let me see so you can ask them to waive this on the banking side but when it returns it’ll probably stop your auto pay ‘cause when we cut the auto pay off the system thinks it’s having problems but you can call us to make sure it’s functioning so you aren’t late for your next bill', ' they’ll contact our insured and the driver theresa to get the information you just gave us and a recorded statement of what happened and how to assess liability and when liability is assessed if our driver is at fault and there’s adequate coverage they will offer repairs to you and your vehicle', ' i tried resetting my username by clicking the forgot username and when it prompted me to enter my phone number linked to the account i put me and my husband’s number and it wouldn’t recognize either of them', ' i don’t see any security alerts or recent transactions on your card which is in normal status and your account is active and able to be used right now you haven’t used your card today right']
